"Date","Price","Open","High","Low","Vol.","Change %"
"18-03-2025","75,301.26","74,608.66","75,385.76","74,480.15","14.52M","1.53%"
"17-03-2025","74,169.95","73,830.03","74,376.35","73,796.06","7.37M","0.46%"
"13-03-2025","73,828.91","74,392.54","74,401.11","73,770.59","9.90M","-0.27%"
"12-03-2025","74,029.76","74,270.81","74,392.15","73,598.16","13.85M","-0.10%"
"11-03-2025","74,102.32","73,743.88","74,195.17","73,663.60","11.68M","-0.02%"
"10-03-2025","74,115.17","74,474.98","74,741.25","74,022.24","6.59M","-0.29%"
"07-03-2025","74,332.58","74,347.14","74,586.43","74,038.03","6.90M","-0.01%"
"06-03-2025","74,340.09","74,308.30","74,390.80","73,415.68","10.08M","0.83%"
"05-03-2025","73,730.23","73,005.37","73,933.80","72,894.05","9.25M","1.01%"
"04-03-2025","72,989.93","72,817.34","73,033.18","72,633.54","6.22M","-0.13%"
"03-03-2025","73,085.94","73,427.65","73,649.72","72,784.54","10.11M","-0.15%"
"28-02-2025","73,198.10","74,201.77","74,282.43","73,141.27","9.08M","-1.90%"
"27-02-2025","74,612.43","74,706.60","74,834.09","74,520.78","6.74M","0.01%"
"25-02-2025","74,602.12","74,440.30","74,785.08","74,400.37","10.70M","0.20%"
"24-02-2025","74,454.41","74,893.45","74,907.04","74,387.44","6.40M","-1.14%"
"21-02-2025","75,311.06","75,612.61","75,748.72","75,112.41","12.72M","-0.56%"
"20-02-2025","75,735.96","75,672.84","75,794.15","75,463.01","6.94M","-0.27%"
"19-02-2025","75,939.18","75,787.27","76,338.58","75,581.38","5.05M","-0.04%"
"18-02-2025","75,967.39","76,073.71","76,091.69","75,531.01","8.65M","-0.04%"
"17-02-2025","75,996.86","75,641.41","76,041.96","75,294.76","8.05M","0.08%"
"14-02-2025","75,939.21","76,388.99","76,483.06","75,439.64","9.25M","-0.26%"
"13-02-2025","76,138.97","76,201.10","76,764.53","76,013.43","6.93M","-0.04%"
"12-02-2025","76,171.08","76,188.24","76,459.72","75,388.39","10.45M","-0.16%"
"11-02-2025","76,293.60","77,384.98","77,387.28","76,030.59","9.83M","-1.32%"
"10-02-2025","77,311.80","77,789.30","77,849.58","77,106.89","7.03M","-0.70%"
"07-02-2025","77,860.19","78,119.60","78,356.98","77,475.74","10.95M","-0.25%"
"06-02-2025","78,058.16","78,513.36","78,551.66","77,843.99","7.99M","-0.27%"
"05-02-2025","78,271.28","78,704.60","78,735.41","78,216.25","7.99M","-0.40%"
"04-02-2025","78,583.81","77,687.60","78,658.59","77,402.37","11.75M","1.81%"
"03-02-2025","77,186.74","77,063.94","77,260.37","76,756.09","11.44M","-0.41%"
"01-02-2025","77,505.96","77,637.01","77,899.05","77,006.47","15.89M","0.01%"
"31-01-2025","77,500.57","76,888.89","77,605.96","76,833.87","12.63M","0.97%"
"30-01-2025","76,759.81","76,598.84","76,962.88","76,401.13","18.55M","0.30%"
"29-01-2025","76,532.96","76,138.24","76,599.73","75,975.80","10.16M","0.83%"
"28-01-2025","75,901.41","75,659.00","76,512.96","75,622.88","13.00M","0.71%"
"27-01-2025","75,366.17","75,700.43","75,925.72","75,267.59","9.54M","-1.08%"
"24-01-2025","76,190.46","76,455.35","76,985.95","76,091.75","7.82M","-0.43%"
"23-01-2025","76,520.38","76,414.52","76,743.54","76,202.12","11.19M","0.15%"
"22-01-2025","76,404.99","76,114.42","76,463.13","75,816.50","16.04M","0.75%"
"21-01-2025","75,838.36","77,261.72","77,337.36","75,641.87","32.92M","-1.60%"
"20-01-2025","77,073.44","76,978.53","77,318.94","76,584.84","11.34M","0.59%"
"17-01-2025","76,619.33","77,069.19","77,069.19","76,263.29","9.69M","-0.55%"
"16-01-2025","77,042.82","77,319.50","77,319.50","76,895.51","8.65M","0.42%"
"15-01-2025","76,724.08","76,900.14","76,991.05","76,479.70","12.79M","0.29%"
"14-01-2025","76,499.63","76,335.75","76,835.61","76,335.75","16.84M","0.22%"
"13-01-2025","76,330.01","76,629.90","77,128.35","76,249.72","13.55M","-1.36%"
"10-01-2025","77,378.91","77,682.59","77,919.70","77,099.55","8.46M","-0.31%"
"09-01-2025","77,620.21","78,206.21","78,206.21","77,542.92","6.83M","-0.68%"
"08-01-2025","78,148.49","78,319.45","78,319.45","77,486.79","10.09M","-0.06%"
"07-01-2025","78,199.11","78,019.80","78,452.74","77,925.09","9.40M","0.30%"
"06-01-2025","77,964.99","79,281.65","79,532.67","77,781.62","11.77M","-1.59%"
"03-01-2025","79,223.11","80,072.99","80,072.99","79,109.73","10.86M","-0.90%"
"02-01-2025","79,943.71","78,657.52","80,032.87","78,542.37","8.63M","1.83%"
"01-01-2025","78,507.41","78,265.07","78,756.49","77,898.30","4.96M","0.47%"
"31-12-2024","78,139.01","77,982.57","78,305.34","77,560.79","6.07M","-0.14%"
"30-12-2024","78,248.13","78,637.58","79,092.70","78,077.13","8.94M","-0.57%"
"27-12-2024","78,699.07","78,607.62","79,043.15","78,598.55","7.69M","0.29%"
"26-12-2024","78,472.48","78,557.28","78,898.37","78,173.38","5.57M","0.00%"
"24-12-2024","78,472.87","78,707.37","78,877.36","78,397.79","6.18M","-0.09%"
"23-12-2024","78,540.17","78,488.64","78,918.12","78,189.19","10.32M","0.64%"
"20-12-2024","78,041.59","79,335.48","79,587.15","77,874.59","9.00M","-1.49%"
"19-12-2024","79,218.05","79,029.03","79,516.17","79,020.08","6.53M","-1.20%"
"18-12-2024","80,182.20","80,666.26","80,868.02","80,050.07","4.67M","-0.62%"
"17-12-2024","80,684.45","81,511.81","81,613.64","80,612.20","4.89M","-1.30%"
"16-12-2024","81,748.57","82,000.31","82,116.44","81,551.28","5.17M","-0.47%"
"13-12-2024","82,133.12","81,212.45","82,213.92","80,082.82","11.31M","1.04%"
"12-12-2024","81,289.96","81,476.76","81,680.97","81,211.64","7.80M","-0.29%"
"11-12-2024","81,526.14","81,568.39","81,742.37","81,383.42","6.28M","0.02%"
"10-12-2024","81,510.05","81,575.96","81,726.34","81,182.69","5.61M","0.00%"
"09-12-2024","81,508.46","81,602.58","81,783.28","81,411.55","6.36M","-0.25%"
"06-12-2024","81,709.12","81,887.54","81,925.91","81,506.19","8.84M","-0.07%"
"05-12-2024","81,765.86","81,182.74","82,317.74","80,467.37","7.51M","1.00%"
"04-12-2024","80,956.33","81,036.22","81,245.39","80,630.53","7.24M","0.14%"
"03-12-2024","80,845.75","80,529.20","80,949.10","80,244.78","9.40M","0.74%"
"02-12-2024","80,248.08","79,743.87","80,337.82","79,308.95","7.30M","0.56%"
"29-11-2024","79,802.79","79,032.99","79,923.90","79,026.18","8.92M","0.96%"
"28-11-2024","79,043.74","80,281.64","80,447.40","78,918.92","7.91M","-1.48%"
"27-11-2024","80,234.08","80,121.03","80,511.15","79,844.49","5.70M","0.29%"
"26-11-2024","80,004.06","80,415.47","80,482.36","79,798.67","10.44M","-0.13%"
"25-11-2024","80,109.85","80,193.47","80,473.08","79,765.99","13.98M","1.25%"
"22-11-2024","79,117.11","77,349.74","79,218.19","77,226.69","17.05M","2.54%"
"21-11-2024","77,155.79","77,711.11","77,711.11","76,802.73","8.82M","-0.54%"
"19-11-2024","77,578.38","77,548.00","78,451.65","77,411.31","7.15M","0.31%"
"18-11-2024","77,339.01","77,863.54","77,886.97","76,965.06","8.24M","-0.31%"
"14-11-2024","77,580.31","77,636.94","78,055.52","77,424.81","10.10M","-0.14%"
"13-11-2024","77,690.95","78,495.53","78,690.02","77,533.30","7.41M","-1.25%"
"12-11-2024","78,675.18","79,644.95","79,820.98","78,547.84","6.36M","-1.03%"
"11-11-2024","79,496.15","79,298.46","80,102.14","79,001.34","16.91M","0.01%"
"08-11-2024","79,486.32","79,611.90","79,807.26","79,117.37","10.34M","-0.07%"
"07-11-2024","79,541.79","80,563.42","80,563.42","79,419.34","8.18M","-1.04%"
"06-11-2024","80,378.13","79,771.82","80,569.73","79,459.12","20.21M","1.13%"
"05-11-2024","79,476.63","78,542.16","79,523.13","78,296.70","8.62M","0.88%"
"04-11-2024","78,782.24","79,713.14","79,713.14","78,232.60","9.48M","-1.18%"
"01-11-2024","79,724.12","80,023.75","80,023.75","79,655.55","2.25M","0.42%"
"31-10-2024","79,389.06","80,044.95","80,044.95","79,287.93","9.27M","-0.69%"
"30-10-2024","79,942.18","80,237.85","80,435.61","79,821.99","5.93M","-0.53%"
"29-10-2024","80,369.03","80,037.20","80,450.48","79,421.35","9.63M","0.45%"
"28-10-2024","80,005.04","79,653.67","80,539.81","79,418.82","10.75M","0.76%"
"25-10-2024","79,402.29","80,187.34","80,253.19","79,137.98","13.91M","-0.83%"
"24-10-2024","80,065.16","80,098.30","80,259.82","79,813.02","4.83M","-0.02%"
"23-10-2024","80,081.98","79,921.13","80,646.31","79,891.68","6.18M","-0.17%"
"22-10-2024","80,220.72","81,155.08","81,504.24","80,149.53","5.59M","-1.15%"
"21-10-2024","81,151.27","81,770.02","81,770.02","80,811.23","7.60M","-0.09%"
"18-10-2024","81,224.75","80,749.26","81,391.15","80,409.25","9.31M","0.27%"
"17-10-2024","81,006.61","81,758.07","81,781.40","80,905.64","6.84M","-0.61%"
"16-10-2024","81,501.36","81,646.60","81,932.15","81,358.26","5.58M","-0.39%"
"15-10-2024","81,820.12","82,101.86","82,300.44","81,635.57","5.51M","-0.19%"
"14-10-2024","81,973.05","81,576.93","82,072.17","81,541.20","7.67M","0.73%"
"11-10-2024","81,381.36","81,478.49","81,671.38","81,304.15","8.70M","-0.28%"
"10-10-2024","81,611.41","81,832.66","82,002.84","81,538.94","7.61M","0.18%"
"09-10-2024","81,467.10","81,954.58","82,319.21","81,342.89","7.51M","-0.21%"
"08-10-2024","81,634.81","80,826.56","81,763.28","80,813.07","7.16M","0.72%"
"07-10-2024","81,050.00","81,926.99","82,137.77","80,726.06","17.66M","-0.78%"
"04-10-2024","81,688.45","82,244.25","83,368.32","81,532.68","19.22M","-0.98%"
"03-10-2024","82,497.10","83,002.09","83,752.81","82,434.02","19.74M","-2.10%"
"01-10-2024","84,266.29","84,257.17","84,648.40","84,098.94","6.05M","-0.04%"
"30-09-2024","84,299.78","85,208.76","85,359.65","84,257.14","10.95M","-1.49%"
"27-09-2024","85,571.85","85,893.84","85,978.25","85,474.58","9.36M","-0.31%"
"26-09-2024","85,836.12","85,167.56","85,930.43","85,106.74","9.14M","0.78%"
"25-09-2024","85,169.87","84,836.45","85,247.42","84,743.04","13.52M","0.30%"
"24-09-2024","84,914.04","84,860.73","85,163.23","84,716.07","8.73M","-0.02%"
"23-09-2024","84,928.61","84,651.15","84,980.53","84,607.38","11.12M","0.45%"
"20-09-2024","84,544.31","83,603.04","84,694.46","83,187.64","28.72M","1.63%"
"19-09-2024","83,184.80","83,359.17","83,773.61","83,071.66","6.63M","0.29%"
"18-09-2024","82,948.23","83,037.13","83,326.38","82,700.63","5.08M","-0.16%"
"17-09-2024","83,079.66","83,084.63","83,152.41","82,866.68","9.83M","0.11%"
"16-09-2024","82,988.78","82,985.33","83,184.34","82,832.82","6.86M","0.12%"
"13-09-2024","82,890.94","83,091.55","83,092.93","82,653.22","12.72M","-0.09%"
"12-09-2024","82,962.71","81,930.18","83,116.19","81,534.29","8.35M","1.77%"
"11-09-2024","81,523.16","81,928.12","82,134.95","81,423.14","7.83M","-0.49%"
"10-09-2024","81,921.29","81,768.72","82,196.55","81,445.30","5.58M","0.44%"
"09-09-2024","81,559.54","80,973.75","81,653.36","80,895.05","7.83M","0.46%"
"06-09-2024","81,183.93","82,171.08","82,254.79","80,981.93","14.54M","-1.24%"
"05-09-2024","82,201.16","82,469.79","82,617.49","82,130.44","6.96M","-0.18%"
"04-09-2024","82,352.64","81,845.50","82,408.54","81,833.69","9.05M","-0.25%"
"03-09-2024","82,555.44","82,652.69","82,675.06","82,400.76","4.32M","-0.01%"
"02-09-2024","82,559.84","82,725.28","82,725.28","82,440.93","9.50M","0.24%"
"30-08-2024","82,365.77","82,637.03","82,637.03","82,256.02","10.31M","0.28%"
"29-08-2024","82,134.61","81,822.56","82,285.83","81,682.78","8.42M","0.43%"
"28-08-2024","81,785.56","81,779.84","82,039.26","81,578.32","5.10M","0.09%"
"27-08-2024","81,711.76","81,815.23","81,919.11","81,600.51","5.73M","0.02%"
"26-08-2024","81,698.11","81,388.26","81,824.27","81,278.44","16.17M","0.75%"
"23-08-2024","81,086.21","81,165.65","81,231.49","80,883.26","10.39M","0.04%"
"22-08-2024","81,053.19","81,207.24","81,236.45","80,954.02","5.83M","0.18%"
"21-08-2024","80,905.30","80,667.25","80,952.83","80,626.38","5.77M","0.13%"
"20-08-2024","80,802.86","80,722.54","80,942.96","80,517.95","6.64M","0.47%"
"19-08-2024","80,424.68","80,680.25","80,724.40","80,332.65","10.28M","-0.02%"
"16-08-2024","80,436.84","79,754.85","80,518.21","79,306.69","13.13M","1.68%"
"14-08-2024","79,105.88","79,065.22","79,228.94","78,895.72","10.69M","0.19%"
"13-08-2024","78,956.03","79,552.51","79,692.55","78,889.38","7.39M","-0.87%"
"12-08-2024","79,648.92","79,330.12","80,106.18","79,226.13","10.46M","-0.07%"
"09-08-2024","79,705.91","79,984.24","79,984.24","79,549.09","8.81M","1.04%"
"08-08-2024","78,886.22","79,420.49","79,626.92","78,798.94","8.91M","-0.73%"
"07-08-2024","79,468.01","79,565.40","79,639.20","79,106.20","8.60M","1.11%"
"06-08-2024","78,593.07","78,981.97","79,852.08","78,496.57","8.85M","-0.21%"
"05-08-2024","78,759.40","78,588.19","79,780.61","78,295.86","25.06M","-2.74%"
"02-08-2024","80,981.95","81,158.99","81,345.60","80,868.91","19.47M","-1.08%"
"01-08-2024","81,867.55","81,949.68","82,129.49","81,700.21","14.52M","0.15%"
"31-07-2024","81,741.34","81,655.90","81,828.04","81,434.32","6.92M","0.35%"
"30-07-2024","81,455.40","81,349.28","81,815.27","81,230.44","10.76M","0.12%"
"29-07-2024","81,355.84","81,679.65","81,908.43","81,135.91","19.44M","0.03%"
"26-07-2024","81,332.72","80,158.50","81,427.18","80,013.60","18.40M","1.62%"
"25-07-2024","80,039.80","79,542.11","80,143.10","79,477.83","9.65M","-0.14%"
"24-07-2024","80,148.88","80,343.38","80,519.58","79,750.51","9.89M","-0.35%"
"23-07-2024","80,429.04","80,724.30","80,766.41","79,224.32","13.07M","-0.09%"
"22-07-2024","80,502.08","80,408.90","80,800.92","80,100.65","11.40M","-0.13%"
"19-07-2024","80,604.65","81,585.06","81,587.76","80,499.10","16.13M","-0.91%"
"18-07-2024","81,343.46","80,514.25","81,522.55","80,390.37","9.26M","0.78%"
"16-07-2024","80,716.55","80,731.49","80,898.30","80,598.06","8.69M","0.06%"
"15-07-2024","80,664.86","80,686.54","80,862.54","80,556.97","16.23M","0.18%"
"12-07-2024","80,519.34","80,093.62","80,893.51","79,843.39","18.40M","0.78%"
"11-07-2024","79,897.34","80,170.09","80,170.09","79,464.38","8.19M","-0.03%"
"10-07-2024","79,924.77","80,481.36","80,481.36","79,435.76","9.34M","-0.53%"
"09-07-2024","80,351.64","80,107.21","80,397.17","79,998.56","6.23M","0.49%"
"08-07-2024","79,960.38","79,915.00","80,067.46","79,731.83","14.07M","-0.05%"
"05-07-2024","79,996.60","79,778.98","80,149.87","79,478.96","16.23M","-0.07%"
"04-07-2024","80,049.67","80,321.79","80,392.64","79,986.41","8.80M","0.08%"
"03-07-2024","79,986.80","80,013.77","80,074.30","79,754.95","7.61M","0.69%"
"02-07-2024","79,441.45","79,840.37","79,855.87","79,231.11","9.05M","-0.04%"
"01-07-2024","79,476.19","79,043.35","79,561.00","78,971.79","14.05M","0.56%"
"28-06-2024","79,032.73","79,457.58","79,671.58","78,905.89","17.24M","-0.27%"
"27-06-2024","79,243.18","78,758.67","79,396.03","78,467.34","9.60M","0.72%"
"26-06-2024","78,674.25","78,094.02","78,759.40","77,945.94","8.56M","0.80%"
"25-06-2024","78,053.52","77,529.19","78,164.71","77,459.60","8.83M","0.92%"
"24-06-2024","77,341.08","76,885.65","77,423.02","76,745.94","13.92M","0.17%"
"21-06-2024","77,209.90","77,729.48","77,808.45","76,802.00","23.24M","-0.35%"
"20-06-2024","77,478.93","77,554.83","77,643.09","77,100.36","8.74M","0.18%"
"19-06-2024","77,337.59","77,543.22","77,851.63","76,954.87","11.12M","0.05%"
"18-06-2024","77,301.14","77,235.31","77,366.77","77,071.44","7.36M","0.40%"
"14-06-2024","76,992.77","76,912.38","77,081.30","76,549.05","12.37M","0.24%"
"13-06-2024","76,810.90","77,102.05","77,145.46","76,719.70","7.47M","0.27%"
"12-06-2024","76,606.57","76,679.11","77,050.53","76,533.78","9.72M","0.20%"
"11-06-2024","76,456.59","76,680.90","76,860.53","76,296.44","6.71M","-0.04%"
"10-06-2024","76,490.08","76,935.41","77,079.04","76,379.73","17.25M","-0.27%"
"07-06-2024","76,693.36","75,031.79","76,795.31","74,941.88","29.00M","2.16%"
"06-06-2024","75,074.51","75,078.70","75,297.73","74,474.94","13.33M","0.93%"
"05-06-2024","74,382.24","73,027.88","74,534.82","71,879.44","17.18M","3.20%"
"04-06-2024","72,079.05","76,285.78","76,300.46","70,234.43","39.08M","-5.74%"
"03-06-2024","76,468.78","76,583.29","76,738.89","75,678.43","19.34M","3.39%"
"31-05-2024","73,961.31","74,208.53","74,478.89","73,765.15","19.20M","0.10%"
"30-05-2024","73,885.60","74,365.88","74,493.55","73,668.73","11.83M","-0.83%"
"29-05-2024","74,502.90","74,826.94","74,986.22","74,454.55","8.18M","-0.89%"
"28-05-2024","75,170.45","75,585.40","75,585.40","75,083.22","6.94M","-0.29%"
"27-05-2024","75,390.50","75,655.46","76,009.68","75,175.27","10.19M","-0.03%"
"24-05-2024","75,410.39","75,335.45","75,636.50","75,244.22","10.29M","-0.01%"
"23-05-2024","75,418.04","74,253.53","75,499.91","74,158.35","11.88M","1.61%"
"22-05-2024","74,221.06","74,165.52","74,307.79","73,860.33","6.23M","0.36%"
"21-05-2024","73,953.31","73,842.96","74,189.19","73,762.37","11.03M","-0.07%"
"18-05-2024","74,005.94","73,921.46","74,162.76","73,920.63","1.11M","0.12%"
"17-05-2024","73,917.03","73,711.31","74,070.84","73,459.80","11.88M","0.34%"
"16-05-2024","73,663.72","73,338.24","73,749.47","72,529.97","9.68M","0.93%"
"15-05-2024","72,987.03","73,200.23","73,301.47","72,822.66","7.72M","-0.16%"
"14-05-2024","73,104.61","72,696.72","73,286.26","72,683.99","7.13M","0.45%"
"13-05-2024","72,776.13","72,476.65","72,863.56","71,866.01","13.88M","0.15%"
"10-05-2024","72,664.47","72,475.45","72,946.54","72,366.29","11.02M","0.36%"
"09-05-2024","72,404.17","73,499.49","73,499.49","72,334.18","9.21M","-1.45%"
"08-05-2024","73,466.39","73,225.00","73,684.93","73,073.92","6.49M","-0.06%"
"07-05-2024","73,511.85","73,973.30","74,026.80","73,259.26","7.94M","-0.52%"
"06-05-2024","73,895.54","74,196.68","74,359.69","73,786.29","11.17M","0.02%"
